restaurant_id,name,cuisine,location,rating,opening_date
333,"Blake, Burns and Sanders",Chinese,"1215 Brown Trafficway, Michaelhaven, NC 71856",1.8,2013-08-23
334,"Bowers, Stevens and Hughes",Mexican,"59432 Russell Overpass Apt. 721, Hannahburgh, IL 83413",1.8,2021-05-29
335,"Rodriguez, Jones and Perez",Italian,"USNS Nielsen, FPO AA 37684",1.6,2020-09-20
336,Lopez Inc,Mexican,"66645 Maria Highway Apt. 235, East Christopher, TX 66008",3.8,2021-11-10
337,"Pruitt, Burton and Roach",Continental,"9727 Anthony Place, West Jonathan, ND 40548",1.2,2017-05-03
338,Leach PLC,Italian,"4534 Schwartz Springs, East Dannyview, FL 22753",3.4,2012-10-25
339,Scott Ltd,Indian,"6695 Andrew Crossroad, Corystad, MI 14752",3.9,2022-10-18
340,Henderson-Taylor,Mexican,"7202 Katie Mount Suite 282, New Joseph, AZ 36363",4.0,2020-08-14
341,Serrano-Hanna,Continental,"692 Wilcox Forges, Collierberg, MA 46955",3.6,2023-06-24
342,Estrada Inc,Continental,"899 Daniel Falls, Ortegaville, FL 19938",3.4,2012-11-22
343,Armstrong Inc,Chinese,"Unit 1088 Box 4556, DPO AP 70677",2.7,2011-10-22
344,"Hayes, Padilla and Gould",Indian,"10162 Keith Dale, South Carriechester, TX 55619",4.9,2010-09-04
345,Frederick-Christian,Italian,"50622 Lindsey Harbor Apt. 188, Port Yvonnechester, ND 03840",3.7,2016-11-12
346,Schmitt Group,Italian,"486 Bonilla Pines Suite 412, Wendyport, WI 83062",1.2,2010-06-13
347,Hernandez LLC,Chinese,"663 Charles Canyon Apt. 071, Kimberlymouth, CT 81916",2.2,2012-11-16
348,"Smith, Miller and Lang",Chinese,"PSC 3020, Box 6670, APO AP 04057",3.4,2017-02-10
349,Bell Group,Continental,"2501 John Branch Suite 699, Carolynton, RI 38565",2.9,2011-01-18
350,Ali Group,Indian,"378 Cory Grove, Hunterhaven, WV 45610",3.2,2022-04-18
351,"Hughes, Bailey and Martin",Continental,"918 Teresa Prairie, Bethanyside, MN 82347",1.8,2019-12-04
352,Lee Inc,Italian,"7966 Scott Squares Suite 978, Whiteland, UT 62274",4.5,2017-08-22
353,"Gutierrez, King and King",Mexican,"49633 Thompson Pines Apt. 193, Lewistown, AR 97188",2.9,2017-10-06
354,"Reed, Reyes and Anderson",Indian,"242 Kurt Dale Apt. 713, Adamsfort, RI 92897",4.8,2016-08-10
355,"Shelton, Freeman and Obrien",Continental,"10296 Allison Summit, Braunport, ID 24863",3.9,2018-04-28
356,Mckee PLC,Continental,"20211 Miller Cliff Suite 534, Millerhaven, IN 55557",1.1,2015-03-04
357,Briggs Group,Mexican,"0793 David Hill, North Paulview, MD 56766",2.5,2022-09-14
358,"Mcbride, Taylor and Padilla",Mexican,"11491 Hall Islands, Debraside, SC 24401",1.1,2012-07-19
359,Harrison-Garcia,Mexican,"7048 Stuart Dale Apt. 297, Port Devon, NH 80950",3.5,2023-10-17
360,"Washington, Ramsey and Price",Italian,"Unit 8788 Box 1660, DPO AA 60822",2.7,2024-04-19
361,Jackson-Garcia,Italian,"10194 Luis Burg Apt. 251, Ronaldfort, IA 87198",3.7,2016-10-08
362,Hensley-Castro,Indian,"15322 Bauer Well, Burgessfort, MA 60420",3.9,2024-06-17
363,Shah Inc,Italian,"289 Pamela Stream Suite 293, Jonathanville, NY 84148",4.5,2019-10-15
364,"Thompson, Middleton and Davis",Italian,"366 Martinez Mills Suite 458, Hendricksside, NJ 19931",4.4,2012-08-03
365,Johnson-Jones,Indian,"1828 Wise Springs, Port Stevenstad, NH 02540",3.4,2023-04-18
366,"Wilson, Snyder and Carter",Mexican,"66118 Joseph Curve, Russellville, CO 79413",2.6,2014-12-16
367,Reed Ltd,Chinese,"1710 Shelby Trafficway, Paulaborough, HI 07610",1.6,2018-03-16
368,Lopez Ltd,Indian,"688 Barbara Landing, East Jacob, CA 07307",2.3,2011-02-05
369,"Ferguson, Gibson and Mckee",Continental,"95799 Bell Garden Apt. 839, Jordanport, TN 77026",4.6,2016-02-04
370,Mays-Meyers,Indian,"83547 Santiago Estates, West Sara, VT 82837",1.4,2010-12-11
371,Russell Ltd,Indian,"0087 James Forest Apt. 356, East Joeton, MS 54873",1.8,2024-07-29
372,"Lawson, Dyer and Ross",Italian,"0166 Thomas Route, Ariasmouth, GA 46179",4.6,2012-09-30
373,Small Inc,Italian,"26146 Wood Flats Apt. 246, New Sarah, OH 83691",1.2,2024-08-05
374,Nelson-Lynch,Indian,"130 Miller Land, Chrismouth, IA 80920",3.3,2023-12-29
375,"Knight, Gonzalez and Dunlap",Indian,"PSC 5830, Box 1112, APO AA 83072",2.3,2021-08-25
376,Johnston-Wells,Continental,"2100 Nicholas Curve Apt. 243, Jenniferborough, MA 90932",2.3,2019-02-24
377,Vang Group,Mexican,"Unit 5656 Box 1747, DPO AP 14820",1.1,2012-04-16
378,Avery-Wheeler,Indian,"52060 Sandra Crossing Suite 731, Davisborough, DC 82119",4.1,2015-02-20
379,Calhoun Inc,Chinese,"3847 Miller Mountain Apt. 936, Nicoleberg, AK 88694",3.1,2024-03-21
380,"Gray, Campbell and Sweeney",Chinese,"54654 White Mountain Suite 635, Port Derek, CA 14950",2.0,2021-05-08
381,Park Inc,Continental,"716 Robinson Spring, North Travischester, IA 45645",3.6,2019-04-04
382,Smith and Sons,Chinese,"60566 Little Track, East Carla, MA 31812",4.8,2014-05-08
383,"Morales, Cooper and Harris",Italian,"978 Danielle Plains, North Larryside, OR 24979",2.7,2021-11-12
384,Young-Parker,Indian,"591 Charles Cove Suite 447, Lake Albert, TN 62830",4.5,2020-03-01
385,Brown-Estes,Continental,"USNV Richards, FPO AP 00959",1.0,2018-05-11
386,Bowers-Green,Mexican,"57565 Kelly Walk Apt. 494, Brianstad, NC 38657",2.0,2023-01-20
387,Chan-Patterson,Italian,"Unit 4938 Box 7813, DPO AE 12140",2.8,2020-07-02
388,Stewart and Sons,Chinese,"95629 Nicole Camp, New Sandraside, GA 56313",4.2,2020-07-14
389,"Ali, Snyder and Gamble",Italian,"7939 Brown Causeway Apt. 082, Smithstad, RI 03495",4.0,2014-10-15
390,Harrington-Mays,Continental,"USNV Martin, FPO AA 30389",3.7,2021-08-06
391,"Gonzalez, Hunt and Burgess",Mexican,"262 Russell Fields, Katiefort, MN 26503",4.2,2019-04-18
392,Carter-Long,Italian,"389 Isaac Way, East Matthew, GA 00821",1.5,2021-10-31
393,"Garcia, Neal and Bass",Mexican,"005 Johnson Viaduct, Joelshire, CA 55713",3.3,2012-08-23
394,"Burns, Barnes and Jones",Mexican,"Unit 7131 Box 7824, DPO AE 88762",3.6,2016-11-25
395,"Harrison, Hodge and Morris",Indian,"Unit 7337 Box 9789, DPO AE 08751",2.1,2016-05-20
396,"Miranda, Hall and Rosales",Chinese,"5377 Rhonda Crescent, Murphyburgh, MA 14880",2.5,2014-03-22
397,Hunter-Howell,Chinese,"019 Hardy Locks, Armstrongmouth, NJ 00558",2.6,2022-06-18
398,Miller-Perez,Chinese,"94047 Gary River Apt. 849, East Kimberlyton, OH 49370",2.9,2018-05-28
399,Johnson LLC,Mexican,"2936 Ayers Wells Suite 012, Brewermouth, NY 78976",4.3,2014-09-26
400,"Tran, Riley and Thompson",Continental,"565 Hernandez Shoals Apt. 526, West Alexis, MT 94951",4.5,2010-04-13
401,Hooper Inc,Indian,"015 Michael Port, West Wanda, NV 43641",1.5,2014-05-14
402,Hodge and Sons,Indian,"4419 Freeman Track Suite 111, Williamsborough, FL 31130",3.4,2021-03-14
403,Gilmore LLC,Indian,"8895 Sanders Roads, Kevintown, CA 17064",3.1,2020-07-21
404,Johnson-Diaz,Mexican,"4947 Lang Loop Suite 603, Morrisland, WV 26579",4.2,2020-07-17
405,Griffith-Parsons,Continental,"67142 Ruiz Pines, Walkerfurt, OH 61713",2.4,2013-01-31
406,Richardson Group,Italian,"USNV Garcia, FPO AP 43095",4.5,2021-08-28
407,Wilson PLC,Chinese,"00731 Harmon Row, West Micheleborough, MN 88089",2.7,2010-01-02
408,"Nichols, Small and Suarez",Indian,"6235 Stacey Heights Apt. 175, Reeseville, MT 84942",4.8,2017-08-24
409,Ford-Green,Indian,"35600 Edward Lights Suite 829, Hoganmouth, MO 85188",1.1,2021-09-04
410,Flynn Ltd,Chinese,"2828 Shaw Isle, Port Brianfurt, KY 78224",4.3,2013-09-27
411,"Wilson, Hartman and Taylor",Indian,"51711 James Corner, New Michelle, ME 63404",3.5,2015-03-20
412,Hogan Inc,Continental,"PSC 2766, Box 4894, APO AP 63450",4.1,2015-06-22
413,Rasmussen-Hoffman,Chinese,"804 Nicholas Square, Port Gilbertview, IA 89298",3.6,2022-04-02
414,Green Group,Italian,"2329 John Centers, Lake Rachel, MA 57422",4.3,2012-09-15
415,"Pruitt, Henderson and Love",Chinese,"19982 Nicole Parkway, Wernertown, KY 73999",3.7,2010-02-27
416,Bennett-Parker,Italian,"88000 Vang Bridge, West Barbaraland, VT 80687",4.4,2022-10-12
417,Lara PLC,Mexican,"68836 Allen Plaza, Michelleburgh, OR 37428",3.4,2013-07-28
418,Reynolds Group,Mexican,"672 Jacob Union Apt. 149, Jacksonshire, NM 14104",3.8,2014-01-15
419,"Ramirez, Flores and Cooper",Continental,"7636 Jean Route Suite 169, East Holly, KY 94049",1.9,2010-03-06
420,Smith PLC,Mexican,"9114 Joyce Creek, Flynnview, MI 37636",4.0,2022-01-04
421,"Rodriguez, Wood and Cooke",Continental,"18484 Mark Locks Suite 842, Dominiqueland, NV 31011",2.6,2013-07-09
422,"Thomas, Allen and Byrd",Chinese,"715 Castillo Island, Karentown, UT 82282",3.7,2015-03-20
423,"Jordan, Jackson and Alvarez",Chinese,"080 Daniel Ramp, Port Courtney, SD 38373",2.9,2021-05-12
424,Golden Inc,Mexican,"072 Jessica Curve Apt. 810, Lake Emily, AL 44421",1.6,2024-03-27
425,Velasquez Ltd,Indian,"8883 Cynthia Highway, Avilaburgh, NC 87935",2.8,2010-07-06
426,Allen-Clark,Mexican,"60218 Mary Neck Suite 893, Bryanhaven, ID 46201",3.5,2011-06-29
427,Garrett-Santiago,Mexican,"4196 Tracy Radial, West Michael, NE 28609",2.0,2011-12-22
428,"Rogers, Morrison and Lewis",Mexican,"23399 Steve Ridges, Port Amberborough, AK 04047",4.6,2023-10-20
429,"Clark, Roberson and Howard",Mexican,"9655 Clark Alley Apt. 988, Jonathanbury, AK 51869",4.0,2020-03-26
430,Jones and Sons,Mexican,"430 Williamson Crest Apt. 211, Jennifershire, MN 99351",1.7,2014-05-03
431,Johnson-Scott,Italian,"11080 Anderson Island Apt. 975, Moralesport, MD 18301",1.9,2016-02-23
432,Dennis-Becker,Italian,"5676 Jackson Underpass Apt. 679, Port Isaacport, VT 20155",3.6,2013-09-25
433,Garrison-Williams,Mexican,"83240 Frederick Ways, New Jennifer, CT 70468",2.8,2022-06-13
434,"Barr, Bailey and Gonzales",Continental,"USNV Riley, FPO AP 11865",4.6,2011-12-07
435,Green and Sons,Mexican,"8270 Jones Walks Suite 314, Margaretberg, FL 92823",4.2,2011-09-27
436,"Alvarado, Hogan and Hess",Continental,"8591 Cameron Canyon Apt. 965, Lindsaymouth, NE 01909",3.6,2014-06-03
437,"Gonzales, Oliver and Mathews",Chinese,"USS Wells, FPO AE 30551",4.1,2014-02-26
438,"Garcia, Walker and Campbell",Chinese,"7170 Misty Lodge Suite 370, West Cherylberg, ND 38229",1.2,2010-09-25
439,"Douglas, Carter and Williams",Chinese,"38499 Gutierrez Rapids, Davisville, KY 82508",4.6,2021-12-04
440,Todd LLC,Chinese,"Unit 4660 Box 1067, DPO AA 75443",2.1,2023-06-16
441,Lyons-Cox,Indian,"3092 James Creek Suite 660, New Anthony, FL 22617",2.2,2023-01-08
442,Parker Ltd,Continental,"791 Long Overpass Suite 292, Comptonview, IL 38487",3.6,2018-06-20
443,"Livingston, Juarez and Stout",Italian,"4701 Douglas Rue, Wilsonfurt, OH 38248",2.3,2017-03-19
444,Taylor Inc,Chinese,"23349 Green Place Suite 108, South Dana, IN 42030",4.3,2013-02-13
445,"Wagner, Ware and Miles",Italian,"180 Mikayla Crescent, Caseymouth, DE 73762",4.5,2020-11-16
446,"Spencer, Jackson and Thompson",Indian,"733 Sierra Lights, Lake Ronniestad, UT 03953",3.7,2011-12-24
447,Butler-Wright,Italian,"3420 Wheeler Circle, Jamesmouth, NV 15370",2.9,2020-08-03
448,"Pierce, Moore and Estrada",Mexican,"Unit 8750 Box 4818, DPO AP 10597",4.4,2019-04-12
449,Vargas-Luna,Indian,"144 Jasmine Rue, Petersonborough, ME 44246",4.9,2017-05-04
450,Brown Ltd,Chinese,"218 Christopher Oval Apt. 725, Rachelchester, VA 56378",3.0,2018-08-31
451,"Fernandez, Morris and Shaw",Mexican,"3181 Karen Springs, Bridgesstad, MA 60649",1.9,2018-01-21
452,Sweeney Ltd,Continental,"203 Moore Meadows Apt. 016, Port Emilyfort, IN 23658",1.7,2020-12-15
453,Davis-Rodriguez,Italian,"752 Rogers Viaduct Apt. 501, Dillonside, LA 57208",1.6,2013-09-15
454,Ewing-Chavez,Indian,"982 Walker Flats Apt. 186, South Laurashire, WA 98713",3.5,2023-11-04
455,"Wilson, Cline and Moore",Mexican,"7858 Fernandez Highway Suite 516, Lake Elizabeth, ID 00890",1.0,2013-05-01
456,Warren Inc,Chinese,"8177 Crystal Station, Phillipschester, AL 03361",4.5,2021-03-08
457,Garza and Sons,Mexican,"601 Emily Square, Kramerland, PA 75671",2.3,2015-02-01
458,Richardson-Williams,Mexican,"2021 Anderson Burg, South Tammyport, UT 09915",3.4,2011-11-01
459,Faulkner LLC,Indian,"425 Ryan Mountains, Ellisland, CT 42635",4.5,2010-11-20
460,Watson PLC,Chinese,"USS Stevens, FPO AE 24438",4.7,2014-03-03
461,"Payne, Powell and Bartlett",Continental,"740 Lee Fall, Marshallburgh, MA 35563",2.6,2014-05-22
462,Smith PLC,Chinese,"583 Weeks Forge Apt. 154, Rodriguezfurt, CT 05613",2.5,2024-08-19
463,Watkins LLC,Mexican,"68182 Alexis View, South Daniel, TN 36284",1.4,2017-11-10
464,Arroyo-Walker,Italian,"04292 Spencer Falls, New Ryan, UT 55810",4.9,2017-09-06
465,Pittman Inc,Mexican,"6691 William Valley, Port Johnside, CA 26385",2.0,2023-07-18
466,"Quinn, Villanueva and Jones",Continental,"111 Zachary Unions Suite 205, Briannamouth, MS 84720",4.2,2020-05-20
467,Perkins PLC,Indian,"97284 Allison Orchard, Griffinhaven, CO 14000",1.6,2012-02-27
468,Lopez PLC,Indian,"6910 White Inlet, Ericafort, GA 33574",2.3,2017-09-13
469,"Leonard, Garrett and Harper",Italian,"3625 Jeanne Forge Apt. 192, Roberttown, MO 52091",1.1,2012-03-26
470,Miller Group,Indian,"8253 Bennett Knolls, Christopherfurt, NC 03198",1.7,2017-10-02
471,Ward LLC,Italian,"86845 Chavez Street, Marshtown, AZ 25559",2.8,2012-05-12
472,"Hoffman, Holt and Cole",Chinese,"7689 Stephen Parks Suite 888, Carolynstad, AR 09855",2.3,2015-03-24
473,Brown Inc,Chinese,"971 Downs Tunnel, South Brianside, AZ 75816",2.9,2015-03-02
474,Wallace-Hernandez,Chinese,"30989 Jill Stream Apt. 074, Brownchester, ID 63505",2.4,2015-07-15
475,Garcia-Robertson,Chinese,"69074 Rodriguez Run Suite 695, Lake Robertberg, SD 82583",2.1,2010-02-14
476,Mitchell Group,Chinese,"USS Collins, FPO AP 87976",2.8,2016-02-11
477,"Schwartz, Bullock and Thompson",Indian,"03069 Diane Roads Suite 345, Ericborough, MA 86990",2.5,2015-09-15
478,Cole-Chandler,Mexican,"709 Hunt Haven Suite 661, Atkinsonshire, VA 77770",3.1,2015-09-04
479,"Brown, Lyons and Harvey",Chinese,"531 William Knoll, New Jessica, ID 65374",4.2,2020-01-21
480,Stewart Inc,Mexican,"09653 Robert Spurs, Jacksonstad, MT 42267",4.1,2010-12-21
481,Hernandez PLC,Indian,"5162 Miranda Greens, Lake Vincentport, UT 06035",4.2,2017-08-07
482,Elliott-Watkins,Italian,"09435 Kelli Ways, West Kaitlynhaven, KS 44274",2.2,2022-01-19
483,"Lowery, Jones and Davis",Indian,"415 Timothy Fields Apt. 971, Hoffmanbury, NH 13640",4.4,2011-03-08
484,Castro-Holder,Indian,"223 Jennifer Falls, New Beverlyburgh, IL 79009",1.4,2015-03-18
485,Jackson LLC,Indian,"762 Larry Inlet, Mejiachester, MD 83347",3.9,2019-01-17
486,Blanchard-Kelley,Indian,"3545 Morrison Mountain Apt. 352, Hartmanbury, CO 20351",4.4,2013-12-09
487,"Krause, Morrison and Woods",Continental,"04503 Donald Locks Suite 235, North Melanie, NM 90544",3.6,2021-02-04
488,Brown-Schneider,Mexican,"7008 Castro Harbors Apt. 549, Kevinmouth, AK 81637",2.0,2014-10-22
489,Gross Group,Indian,"0357 William Orchard, West Ernestton, IL 67254",4.0,2021-01-19
490,Ramirez Inc,Continental,"867 Brenda Centers, Cindyview, CA 70253",3.6,2020-01-07
491,Patterson and Sons,Italian,"622 Lawrence Vista Apt. 868, Kevinstad, CA 93527",3.0,2019-03-21
492,"Hoover, Mendoza and Johnston",Italian,"704 Nunez Roads, North Jameston, IN 15070",2.7,2015-03-25
493,Lewis and Sons,Chinese,"7276 Robinson Highway Apt. 685, Port Maxwellfurt, DE 23170",2.9,2021-01-16
494,"Clark, Kelley and Walker",Italian,"3169 Melissa Plaza, Lake Ronald, NV 95710",3.7,2014-07-06
495,Reynolds and Sons,Italian,"179 Steven Light Apt. 594, Harrisview, TX 74361",1.4,2017-06-17
496,Rollins-Mcintyre,Continental,"04319 Paul Mall, Lake Robin, MT 50774",3.5,2023-02-21
497,Moreno-Padilla,Chinese,"08914 Martin Fort Apt. 193, North Melissatown, FL 39557",3.3,2019-04-24
498,Kelley-Morales,Indian,"USCGC Wade, FPO AE 84411",2.8,2010-08-01
499,"Adams, Lopez and Martin",Indian,"71761 Perez Mountains, Lake Deborah, OK 70145",4.7,2017-03-15
500,Robles-Fernandez,Chinese,"53885 Nicholas Ridge, Finleyland, WI 24212",1.9,2017-10-28
